Country,Country code,Quarter,Year,Category,Revenue
Indonesia,IDN,2020-Q2,2020,Gaming,101855095.1
India,IND,2020-Q2,2020,Gaming,56476297.09
Japan,JPN,2020-Q2,2020,Gaming,3717084042
South Korea,KOR,2020-Q2,2020,Gaming,1054999273
Mexico,MEX,2020-Q2,2020,Gaming,88481095.13
U.S.,USA,2020-Q2,2020,Gaming,6087283590
Vietnam,VNM,2020-Q2,2020,Gaming,47606292.07
Australia,AUS,2020-Q3,2020,Gaming,352453432
Brazil,BRA,2020-Q3,2020,Gaming,119625353.8
Canada,CAN,2020-Q3,2020,Gaming,414665151.3
Germany,DEU,2020-Q3,2020,Gaming,526512288.4
France,FRA,2020-Q3,2020,Gaming,281650262.8
U.K.,GBR,2020-Q3,2020,Gaming,429695818.1
Indonesia,IDN,2020-Q3,2020,Gaming,94768229.81
India,IND,2020-Q3,2020,Gaming,43235001.75
Japan,JPN,2020-Q3,2020,Gaming,4195709866
South Korea,KOR,2020-Q3,2020,Gaming,1346645051
Mexico,MEX,2020-Q3,2020,Gaming,99263830.32
U.S.,USA,2020-Q3,2020,Gaming,5730967556
Vietnam,VNM,2020-Q3,2020,Gaming,50390789.78
Australia,AUS,2020-Q4,2020,Gaming,317963862.9
Brazil,BRA,2020-Q4,2020,Gaming,125249497.9
Canada,CAN,2020-Q4,2020,Gaming,424951827.6
Germany,DEU,2020-Q4,2020,Gaming,587322148.5
France,FRA,2020-Q4,2020,Gaming,311790660.1
U.K.,GBR,2020-Q4,2020,Gaming,463483386.9
Indonesia,IDN,2020-Q4,2020,Gaming,105308428.3
India,IND,2020-Q4,2020,Gaming,39371910.29
Japan,JPN,2020-Q4,2020,Gaming,3940205819
South Korea,KOR,2020-Q4,2020,Gaming,1309742506
Mexico,MEX,2020-Q4,2020,Gaming,106553172
U.S.,USA,2020-Q4,2020,Gaming,5549484795
Vietnam,VNM,2020-Q4,2020,Gaming,55512547.15
Australia,AUS,2021-Q1,2021,Gaming,329024581
Brazil,BRA,2021-Q1,2021,Gaming,117245278.6
Canada,CAN,2021-Q1,2021,Gaming,430114697.7
Germany,DEU,2021-Q1,2021,Gaming,598570553.2
France,FRA,2021-Q1,2021,Gaming,308574675.9
U.K.,GBR,2021-Q1,2021,Gaming,506089838.6
Indonesia,IDN,2021-Q1,2021,Gaming,99610297.35
India,IND,2021-Q1,2021,Gaming,43626362.43
Japan,JPN,2021-Q1,2021,Gaming,4131736924
South Korea,KOR,2021-Q1,2021,Gaming,1348212078
Mexico,MEX,2021-Q1,2021,Gaming,111673710.8
U.S.,USA,2021-Q1,2021,Gaming,6065803583
Vietnam,VNM,2021-Q1,2021,Gaming,63283416
Australia,AUS,2021-Q2,2021,Gaming,331778060.6
Brazil,BRA,2021-Q2,2021,Gaming,121909247.1
Canada,CAN,2021-Q2,2021,Gaming,439703991.3
Germany,DEU,2021-Q2,2021,Gaming,597499284.1
France,FRA,2021-Q2,2021,Gaming,303571198.7
U.K.,GBR,2021-Q2,2021,Gaming,497820951.2
Indonesia,IDN,2021-Q2,2021,Gaming,96972835
India,IND,2021-Q2,2021,Gaming,58011373.31
Japan,JPN,2021-Q2,2021,Gaming,3609464169
South Korea,KOR,2021-Q2,2021,Gaming,1319116794
Mexico,MEX,2021-Q2,2021,Gaming,109232030.7
U.S.,USA,2021-Q2,2021,Gaming,6241291175
Vietnam,VNM,2021-Q2,2021,Gaming,63933942.49
Australia,AUS,2021-Q3,2021,Gaming,368189741.5
Brazil,BRA,2021-Q3,2021,Gaming,122932809.7
Canada,CAN,2021-Q3,2021,Gaming,416773746
Germany,DEU,2021-Q3,2021,Gaming,581052372.9
France,FRA,2021-Q3,2021,Gaming,301219801.5
U.K.,GBR,2021-Q3,2021,Gaming,493677845.5
Indonesia,IDN,2021-Q3,2021,Gaming,92821562.52
India,IND,2021-Q3,2021,Gaming,75137495.4
Japan,JPN,2021-Q3,2021,Gaming,3890348285
South Korea,KOR,2021-Q3,2021,Gaming,1423840335
Mexico,MEX,2021-Q3,2021,Gaming,130038851
U.S.,USA,2021-Q3,2021,Gaming,6060452673
Vietnam,VNM,2021-Q3,2021,Gaming,76744403.99
Australia,AUS,2021-Q4,2021,Gaming,337736475.2
Brazil,BRA,2021-Q4,2021,Gaming,115477627.8
Canada,CAN,2021-Q4,2021,Gaming,406056197
Germany,DEU,2021-Q4,2021,Gaming,603713108.2
France,FRA,2021-Q4,2021,Gaming,292910103.3
U.K.,GBR,2021-Q4,2021,Gaming,500466391
Indonesia,IDN,2021-Q4,2021,Gaming,90572665.29
India,IND,2021-Q4,2021,Gaming,80466856.71
Japan,JPN,2021-Q4,2021,Gaming,3774544232
South Korea,KOR,2021-Q4,2021,Gaming,1324058782
Mexico,MEX,2021-Q4,2021,Gaming,144624622.3
U.S.,USA,2021-Q4,2021,Gaming,6004208008
Vietnam,VNM,2021-Q4,2021,Gaming,76108982.13
Australia,AUS,2022-Q1,2022,Gaming,322112332.5
Brazil,BRA,2022-Q1,2022,Gaming,119656847.4
Canada,CAN,2022-Q1,2022,Gaming,393205113.4
Germany,DEU,2022-Q1,2022,Gaming,569870471.2
France,FRA,2022-Q1,2022,Gaming,293832034.3
U.K.,GBR,2022-Q1,2022,Gaming,464988795
Indonesia,IDN,2022-Q1,2022,Gaming,87012309.89
India,IND,2022-Q1,2022,Gaming,84513327.43
Japan,JPN,2022-Q1,2022,Gaming,3713804501
South Korea,KOR,2022-Q1,2022,Gaming,1278302904
Mexico,MEX,2022-Q1,2022,Gaming,139687957.2
U.S.,USA,2022-Q1,2022,Gaming,5764327361
Vietnam,VNM,2022-Q1,2022,Gaming,66792902.65
Australia,AUS,2022-Q2,2022,Gaming,323354136
Brazil,BRA,2022-Q2,2022,Gaming,126486356.4
Canada,CAN,2022-Q2,2022,Gaming,370070519.8
Germany,DEU,2022-Q2,2022,Gaming,533940713.7
France,FRA,2022-Q2,2022,Gaming,265316988.9
U.K.,GBR,2022-Q2,2022,Gaming,412956509.6
Indonesia,IDN,2022-Q2,2022,Gaming,93321278.37
India,IND,2022-Q2,2022,Gaming,69819365.78
Japan,JPN,2022-Q2,2022,Gaming,3027318020
South Korea,KOR,2022-Q2,2022,Gaming,1130162782
Mexico,MEX,2022-Q2,2022,Gaming,127592712
U.S.,USA,2022-Q2,2022,Gaming,5567039047
Vietnam,VNM,2022-Q2,2022,Gaming,68298512.42
Australia,AUS,2022-Q3,2022,Gaming,335839509.1
Brazil,BRA,2022-Q3,2022,Gaming,124247371.1
Canada,CAN,2022-Q3,2022,Gaming,371118381
Germany,DEU,2022-Q3,2022,Gaming,537364977.1
France,FRA,2022-Q3,2022,Gaming,270482017.7
U.K.,GBR,2022-Q3,2022,Gaming,407591969.3
Indonesia,IDN,2022-Q3,2022,Gaming,96087169.26
India,IND,2022-Q3,2022,Gaming,66499501.04
Japan,JPN,2022-Q3,2022,Gaming,3029491280
South Korea,KOR,2022-Q3,2022,Gaming,1188097167
Mexico,MEX,2022-Q3,2022,Gaming,136606836.6
U.S.,USA,2022-Q3,2022,Gaming,5524621969
Vietnam,VNM,2022-Q3,2022,Gaming,69875309.47
Australia,AUS,2022-Q4,2022,Gaming,310970521.4
Brazil,BRA,2022-Q4,2022,Gaming,134286057.1
Canada,CAN,2022-Q4,2022,Gaming,374075283.1
Germany,DEU,2022-Q4,2022,Gaming,566709838.5
France,FRA,2022-Q4,2022,Gaming,280254389.5
U.K.,GBR,2022-Q4,2022,Gaming,433720087.1
Indonesia,IDN,2022-Q4,2022,Gaming,100507786.7
India,IND,2022-Q4,2022,Gaming,63316681.09
Japan,JPN,2022-Q4,2022,Gaming,2962438272
South Korea,KOR,2022-Q4,2022,Gaming,1179566999
Mexico,MEX,2022-Q4,2022,Gaming,120177431
U.S.,USA,2022-Q4,2022,Gaming,5684173168
Vietnam,VNM,2022-Q4,2022,Gaming,63364412.14
Australia,AUS,2023-Q1,2023,Gaming,307365065.7
Brazil,BRA,2023-Q1,2023,Gaming,126137175.8
Canada,CAN,2023-Q1,2023,Gaming,363171921.9
Germany,DEU,2023-Q1,2023,Gaming,581165455.1
France,FRA,2023-Q1,2023,Gaming,283864622.1
U.K.,GBR,2023-Q1,2023,Gaming,435532316.3
Indonesia,IDN,2023-Q1,2023,Gaming,97665117.22
India,IND,2023-Q1,2023,Gaming,64103233.69
Japan,JPN,2023-Q1,2023,Gaming,3191018634
South Korea,KOR,2023-Q1,2023,Gaming,1335588232
Mexico,MEX,2023-Q1,2023,Gaming,133029179.4
U.S.,USA,2023-Q1,2023,Gaming,5647149168
Vietnam,VNM,2023-Q1,2023,Gaming,64635279.82
Australia,AUS,2023-Q2,2023,Gaming,315169811.4
Brazil,BRA,2023-Q2,2023,Gaming,132137424.5
Canada,CAN,2023-Q2,2023,Gaming,360717564
Germany,DEU,2023-Q2,2023,Gaming,603782431.8
France,FRA,2023-Q2,2023,Gaming,289545750.2
U.K.,GBR,2023-Q2,2023,Gaming,490500201.5
Indonesia,IDN,2023-Q2,2023,Gaming,102518704.9
India,IND,2023-Q2,2023,Gaming,67812328.08
Japan,JPN,2023-Q2,2023,Gaming,2807860428
South Korea,KOR,2023-Q2,2023,Gaming,1205568359
Mexico,MEX,2023-Q2,2023,Gaming,132438186.9
U.S.,USA,2023-Q2,2023,Gaming,5673927528
Vietnam,VNM,2023-Q2,2023,Gaming,63538688.9
Australia,AUS,2023-Q3,2023,Gaming,332831533.9
Brazil,BRA,2023-Q3,2023,Gaming,136845876.5
Canada,CAN,2023-Q3,2023,Gaming,385704175
Germany,DEU,2023-Q3,2023,Gaming,621593091.6
France,FRA,2023-Q3,2023,Gaming,324456129.8
U.K.,GBR,2023-Q3,2023,Gaming,534965638
Indonesia,IDN,2023-Q3,2023,Gaming,97754734.15
India,IND,2023-Q3,2023,Gaming,77834405.66
Japan,JPN,2023-Q3,2023,Gaming,2866458900
South Korea,KOR,2023-Q3,2023,Gaming,1271349910
Mexico,MEX,2023-Q3,2023,Gaming,137257944.5
U.S.,USA,2023-Q3,2023,Gaming,6077582215
Vietnam,VNM,2023-Q3,2023,Gaming,67698698.03
Australia,AUS,2023-Q4,2023,Gaming,326864704.3
Brazil,BRA,2023-Q4,2023,Gaming,143458268.4
Canada,CAN,2023-Q4,2023,Gaming,398513537.3
Germany,DEU,2023-Q4,2023,Gaming,660106953.1
France,FRA,2023-Q4,2023,Gaming,337369482.6
U.K.,GBR,2023-Q4,2023,Gaming,535381217.5
Indonesia,IDN,2023-Q4,2023,Gaming,94594205.32
India,IND,2023-Q4,2023,Gaming,78523381.23
Japan,JPN,2023-Q4,2023,Gaming,2885776266
South Korea,KOR,2023-Q4,2023,Gaming,1237318810
Mexico,MEX,2023-Q4,2023,Gaming,151471885.2
U.S.,USA,2023-Q4,2023,Gaming,6411802036
Vietnam,VNM,2023-Q4,2023,Gaming,66192651.34
Australia,AUS,2024-Q1,2024,Gaming,325651637.7
Brazil,BRA,2024-Q1,2024,Gaming,144742170.9
Canada,CAN,2024-Q1,2024,Gaming,408421876.7
Germany,DEU,2024-Q1,2024,Gaming,668409981.7
France,FRA,2024-Q1,2024,Gaming,356379177.4
U.K.,GBR,2024-Q1,2024,Gaming,554267834.9
Indonesia,IDN,2024-Q1,2024,Gaming,97919830.05
India,IND,2024-Q1,2024,Gaming,77039708.42
Japan,JPN,2024-Q1,2024,Gaming,2935136461
South Korea,KOR,2024-Q1,2024,Gaming,1362800818
Mexico,MEX,2024-Q1,2024,Gaming,167310920.9
U.S.,USA,2024-Q1,2024,Gaming,6691761594
Vietnam,VNM,2024-Q1,2024,Gaming,65186914.39
Australia,AUS,2024-Q2,2024,Gaming,334268418.4
Brazil,BRA,2024-Q2,2024,Gaming,149584663.6
Canada,CAN,2024-Q2,2024,Gaming,404406602.6
Germany,DEU,2024-Q2,2024,Gaming,657971028.7
France,FRA,2024-Q2,2024,Gaming,362971231.7
U.K.,GBR,2024-Q2,2024,Gaming,561736478.7
Indonesia,IDN,2024-Q2,2024,Gaming,100209190.9
India,IND,2024-Q2,2024,Gaming,80880991.16
Japan,JPN,2024-Q2,2024,Gaming,2620783994
South Korea,KOR,2024-Q2,2024,Gaming,1309544432
Mexico,MEX,2024-Q2,2024,Gaming,162598734.6
U.S.,USA,2024-Q2,2024,Gaming,6552939404
Vietnam,VNM,2024-Q2,2024,Gaming,60909813.59
Australia,AUS,2024-Q3,2024,Gaming,358956072.3
Brazil,BRA,2024-Q3,2024,Gaming,145904729.4
Canada,CAN,2024-Q3,2024,Gaming,407782895.4
Germany,DEU,2024-Q3,2024,Gaming,685796213.4
France,FRA,2024-Q3,2024,Gaming,370342650.3
U.K.,GBR,2024-Q3,2024,Gaming,605453970.2
Indonesia,IDN,2024-Q3,2024,Gaming,109821497.8
India,IND,2024-Q3,2024,Gaming,88794749.83
Japan,JPN,2024-Q3,2024,Gaming,2855509369
South Korea,KOR,2024-Q3,2024,Gaming,1351229106
Mexico,MEX,2024-Q3,2024,Gaming,171652169.1
U.S.,USA,2024-Q3,2024,Gaming,6334631419
Vietnam,VNM,2024-Q3,2024,Gaming,67057468.36
Australia,AUS,2024-Q4,2024,Gaming,351289242.2
Brazil,BRA,2024-Q4,2024,Gaming,153043803.5
Canada,CAN,2024-Q4,2024,Gaming,417421990.4
Germany,DEU,2024-Q4,2024,Gaming,715337798.8
France,FRA,2024-Q4,2024,Gaming,383309986.9
U.K.,GBR,2024-Q4,2024,Gaming,617905717.3
Indonesia,IDN,2024-Q4,2024,Gaming,109723986.3
India,IND,2024-Q4,2024,Gaming,92324424.61
Japan,JPN,2024-Q4,2024,Gaming,2824743904
South Korea,KOR,2024-Q4,2024,Gaming,1236667601
Mexico,MEX,2024-Q4,2024,Gaming,167069032.1
U.S.,USA,2024-Q4,2024,Gaming,6383652810
Vietnam,VNM,2024-Q4,2024,Gaming,65755012
